headword,ipa,cefr,pos,source,pattern,group,gloss_en,gloss_ja,gloss_zh,gloss_ko
priest,/prist/,B1,,phonics,ie → /i/,team,,,,
prize,/praɪz/,B1,,phonics,i_e → /aɪ/ (マジックe),long,,,,
proof,/pruf/,B1,,phonics,oo → /u/,team,,,,
proud,/praʊd/,B1,,phonics,ou → /aʊ/,team,,,,
prove,/pruv/,B1,,phonics,o_e → /u/ (マジックe),long,,,,
pub,/pʌb/,B1,,phonics,u → /ʌ/,short,,,,
pump,/pʌmp/,B1,,phonics,u → /ʌ/,short,,,,
pure,/pjʊr/,B1,,phonics,ure → /jʊr/,r,,,,
purse,/pɝs/,B1,,phonics,ur → /ɝ/,r,,,,
quake,/kweɪk/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
race,/reɪs/,B1,,phonics,a → /eɪ/,long,,,,
rage,/reɪdʒ/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
rail,/reɪl/,B1,,phonics,ai → /eɪ/,team,,,,
rare,/rɛr/,B1,,phonics,are → /ɛr/,r,,,,
reef,/rif/,B1,,phonics,ee → /i/,team,,,,
rest,/rɛst/,B1,,phonics,e → /ɛ/,short,,,,
rid,/rɪd/,B1,,phonics,i → /ɪ/,short,,,,
ripe,/raɪp/,B1,,phonics,i_e → /aɪ/ (マジックe),long,,,,
rise,/raɪz/,B1,,phonics,i → /aɪ/,long,,,,
risk,/rɪsk/,B1,,phonics,i → /ɪ/,short,,,,
rough,/rʌf/,B1,,phonics,ou → /ʌ/,team,,,,
sand,/sænd/,B1,,phonics,a → /æ/,short,,,,
scan,/skæn/,B1,,phonics,a → /æ/,short,,,,
scare,/skɛr/,B1,,phonics,are → /ɛr/,r,,,,
scold,/skoʊld/,B1,,phonics,o → /oʊ/,long,,,,
scope,/skoʊp/,B1,,phonics,o_e → /oʊ/ (マジックe),long,,,,
score,/skɔr/,B1,,phonics,ore → /ɔr/,r,,,,
scratch,/skrætʃ/,B1,,phonics,a → /æ/,short,,,,
sex,/sɛks/,B1,,phonics,e → /ɛ/,short,,,,
shame,/ʃeɪm/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
sharp,/ʃɑrp/,B1,,phonics,ar → /ɑr/,r,,,,
shave,/ʃeɪv/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
sheer,/ʃɪr/,B1,,phonics,eer → /ɪr/,r,,,,
sheet,/ʃit/,B1,,phonics,ee → /i/,team,,,,
shift,/ʃɪft/,B1,,phonics,i → /ɪ/,short,,,,
shrimp,/ʃrɪmp/,B1,,phonics,i → /ɪ/,short,,,,
sigh,/saɪ/,B1,,phonics,igh → /aɪ/,team,,,,
silk,/sɪlk/,B1,,phonics,i → /ɪ/,short,,,,
skin,/skɪn/,B1,,phonics,i → /ɪ/,short,,,,
sleeve,/sliv/,B1,,phonics,ee → /i/,long,,,,
slight,/slaɪt/,B1,,phonics,igh → /aɪ/,team,,,,
slip,/slɪp/,B1,,phonics,i → /ɪ/,short,,,,
slope,/sloʊp/,B1,,phonics,o_e → /oʊ/ (マジックe),long,,,,
slot,/slɑt/,B1,,phonics,o → /ɑ/,short,,,,
sneeze,/sniz/,B1,,phonics,ee → /i/,long,,,,
soil,/sɔɪl/,B1,,phonics,oi → /ɔɪ/,team,,,,
soothe,/suð/,B1,,phonics,oo → /u/,long,,,,
sore,/sɔr/,B1,,phonics,ore → /ɔr/,r,,,,
sort,/sɔrt/,B1,,phonics,or → /ɔr/,r,,,,
soul,/soʊl/,B1,,phonics,ou → /oʊ/,team,,,,
sphere,/sfɪr/,B1,,phonics,ere → /ɪr/,r,,,,
spice,/spaɪs/,B1,,phonics,i → /aɪ/,long,,,,
spoil,/spɔɪl/,B1,,phonics,oi → /ɔɪ/,team,,,,
stall,/stɔl/,B1,,phonics,a → /ɔ/,long,,,,
stare,/stɛr/,B1,,phonics,are → /ɛr/,r,,,,
steam,/stim/,B1,,phonics,ea → /i/,team,,,,
steel,/stil/,B1,,phonics,ee → /i/,team,,,,
steep,/stip/,B1,,phonics,ee → /i/,team,,,,
stem,/stɛm/,B1,,phonics,e → /ɛ/,short,,,,
stick,/stɪk/,B1,,phonics,i → /ɪ/,short,,,,
stir,/stɝ/,B1,,phonics,ir → /ɝ/,r,,,,
strain,/streɪn/,B1,,phonics,ai → /eɪ/,team,,,,
straw,/strɔ/,B1,,phonics,aw → /ɔ/,team,,,,
stream,/strim/,B1,,phonics,ea → /i/,team,,,,
stress,/strɛs/,B1,,phonics,e → /ɛ/,short,,,,
stretch,/strɛtʃ/,B1,,phonics,e → /ɛ/,short,,,,
strip,/strɪp/,B1,,phonics,i → /ɪ/,short,,,,
stripe,/straɪp/,B1,,phonics,i_e → /aɪ/ (マジックe),long,,,,
stuck,/stʌk/,B1,,phonics,u → /ʌ/,short,,,,
stun,/stʌn/,B1,,phonics,u → /ʌ/,short,,,,
swarm,/swɔrm/,B1,,phonics,ar → /ɔr/,r,,,,
swear,/swɛr/,B1,,phonics,ear → /ɛr/,r,,,,
swell,/swɛl/,B1,,phonics,e → /ɛ/,short,,,,
switch,/swɪtʃ/,B1,,phonics,i → /ɪ/,short,,,,
tale,/teɪl/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
taste,/teɪst/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
tax,/tæks/,B1,,phonics,a → /æ/,short,,,,
tease,/tiz/,B1,,phonics,ea → /i/,team,,,,
teen,/tin/,B1,,phonics,ee → /i/,team,,,,
tempt,/tɛmpt/,B1,,phonics,e → /ɛ/,short,,,,
tend,/tɛnd/,B1,,phonics,e → /ɛ/,short,,,,
tense,/tɛns/,B1,,phonics,e → /ɛ/,short,,,,
tent,/tɛnt/,B1,,phonics,e → /ɛ/,short,,,,
term,/tɝm/,B1,,phonics,er → /ɝ/,r,,,,
theft,/θɛft/,B1,,phonics,e → /ɛ/,short,,,,
thirst,/θɝst/,B1,,phonics,ir → /ɝ/,r,,,,
threat,/θrɛt/,B1,,phonics,ea → /ɛ/,team,,,,
thumb,/θʌm/,B1,,phonics,u → /ʌ/,short,,,,
thump,/θʌmp/,B1,,phonics,u → /ʌ/,short,,,,
thus,/ðʌs/,B1,,phonics,u → /ʌ/,short,,,,
tick,/tɪk/,B1,,phonics,i → /ɪ/,short,,,,
tide,/taɪd/,B1,,phonics,i_e → /aɪ/ (マジックe),long,,,,
tile,/taɪl/,B1,,phonics,i_e → /aɪ/ (マジックe),long,,,,
tin,/tɪn/,B1,,phonics,i → /ɪ/,short,,,,
toss,/tɔs/,B1,,phonics,o → /ɔ/,short,,,,
trace,/treɪs/,B1,,phonics,a → /eɪ/,long,,,,
trail,/treɪl/,B1,,phonics,ai → /eɪ/,team,,,,
trash,/træʃ/,B1,,phonics,a → /æ/,short,,,,
treat,/trit/,B1,,phonics,ea → /i/,team,,,,
trend,/trɛnd/,B1,,phonics,e → /ɛ/,short,,,,
trim,/trɪm/,B1,,phonics,i → /ɪ/,short,,,,
twin,/twɪn/,B1,,phonics,i → /ɪ/,short,,,,
twist,/twɪst/,B1,,phonics,i → /ɪ/,short,,,,
urge,/ɝdʒ/,B1,,phonics,ur → /ɝ/,r,,,,
vain,/veɪn/,B1,,phonics,ai → /eɪ/,team,,,,
van,/væn/,B1,,phonics,a → /æ/,short,,,,
vast,/væst/,B1,,phonics,a → /æ/,short,,,,
vet,/vɛt/,B1,,phonics,e → /ɛ/,short,,,,
vice,/vaɪs/,B1,,phonics,i → /aɪ/,long,,,,
ward,/wɔrd/,B1,,phonics,ar → /ɔr/,r,,,,
warmth,/wɔrmθ/,B1,,phonics,ar → /ɔr/,r,,,,
warn,/wɔrn/,B1,,phonics,ar → /ɔr/,r,,,,
waste,/weɪst/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
wax,/wæks/,B1,,phonics,a → /æ/,short,,,,
weird,/wɪrd/,B1,,phonics,i → /ɪ/,short,,,,
whale,/weɪl/,B1,,phonics,a_e → /eɪ/ (マジックe),long,,,,
wing,/wɪŋ/,B1,,phonics,i → /ɪ/,short,,,,
worn,/wɔrn/,B1,,phonics,or → /ɔr/,r,,,,
worth,/wɝθ/,B1,,phonics,or → /ɝ/,r,,,,
wound,/waʊnd/,B1,,phonics,ou → /aʊ/,team,,,,
wrap,/ræp/,B1,,phonics,a → /æ/,short,,,,
wrist,/rɪst/,B1,,phonics,i → /ɪ/,short,,,,
yell,/jɛl/,B1,,phonics,e → /ɛ/,short,,,,
arch,/ɑrtʃ/,B2,,phonics,ar → /ɑr/,r,,,,
ash,/æʃ/,B2,,phonics,a → /æ/,short,,,,
badge,/bædʒ/,B2,,phonics,a → /æ/,short,,,,
ban,/bæn/,B2,,phonics,a → /æ/,short,,,,
barn,/bɑrn/,B2,,phonics,ar → /ɑr/,r,,,,
beak,/bik/,B2,,phonics,ea → /i/,team,,,,
beam,/bim/,B2,,phonics,ea → /i/,team,,,,
bid,/bɪd/,B2,,phonics,i → /ɪ/,short,,,,
bind,/baɪnd/,B2,,phonics,i → /aɪ/,long,,,,
blade,/bleɪd/,B2,,phonics,a_e → /eɪ/ (マジックe),long,,,,
blast,/blæst/,B2,,phonics,a → /æ/,short,,,,
blaze,/bleɪz/,B2,,phonics,a_e → /eɪ/ (マジックe),long,,,,
blur,/blɝ/,B2,,phonics,ur → /ɝ/,r,,,,
blurt,/blɝt/,B2,,phonics,ur → /ɝ/,r,,,,
bolt,/boʊlt/,B2,,phonics,o → /oʊ/,long,,,,
boost,/bust/,B2,,phonics,oo → /u/,team,,,,
booth,/buθ/,B2,,phonics,oo → /u/,team,,,,
brag,/bræɡ/,B2,,phonics,a → /æ/,short,,,,
browse,/braʊz/,B2,,phonics,ow → /aʊ/,team,,,,
bruise,/bruz/,B2,,phonics,ui → /u/,team,,,,
bud,/bʌd/,B2,,phonics,u → /ʌ/,short,,,,
bum,/bʌm/,B2,,phonics,u → /ʌ/,short,,,,
bun,/bʌn/,B2,,phonics,u → /ʌ/,short,,,,
buzz,/bʌz/,B2,,phonics,u → /ʌ/,short,,,,
cane,/keɪn/,B2,,phonics,a_e → /eɪ/ (マジックe),long,,,,
carve,/kɑrv/,B2,,phonics,ar → /ɑr/,r,,,,
cast,/kæst/,B2,,phonics,a → /æ/,short,,,,
cease,/sis/,B2,,phonics,ea → /i/,team,,,,
cheat,/tʃit/,B2,,phonics,ea → /i/,team,,,,
chew,/tʃu/,B2,,phonics,ew → /u/,team,,,,
chip,/tʃɪp/,B2,,phonics,i → /ɪ/,short,,,,
chop,/tʃɑp/,B2,,phonics,o → /ɑ/,short,,,,
clam,/klæm/,B2,,phonics,a → /æ/,short,,,,
clap,/klæp/,B2,,phonics,a → /æ/,short,,,,
clause,/klɔz/,B2,,phonics,au → /ɔ/,team,,,,
clog,/klɑɡ/,B2,,phonics,o → /ɑ/,short,,,,
coarse,/kɔrs/,B2,,phonics,oar → /ɔr/,r,,,,
cone,/koʊn/,B2,,phonics,o_e → /oʊ/ (マジックe),long,,,,
cope,/koʊp/,B2,,phonics,o_e → /oʊ/ (マジックe),long,,,,
core,/kɔr/,B2,,phonics,ore → /ɔr/,r,,,,
crab,/kræb/,B2,,phonics,a → /æ/,short,,,,
crack,/kræk/,B2,,phonics,a → /æ/,short,,,,
crawl,/krɔl/,B2,,phonics,aw → /ɔ/,team,,,,
crease,/kris/,B2,,phonics,ea → /i/,team,,,,
creek,/krik/,B2,,phonics,ee → /i/,team,,,,
crew,/kru/,B2,,phonics,ew → /u/,team,,,,
cube,/kjub/,B2,,phonics,u_e → /ju/ (マジックe),long,,,,
cuff,/kʌf/,B2,,phonics,u → /ʌ/,short,,,,
curl,/kɝl/,B2,,phonics,ur → /ɝ/,r,,,,
daft,/dæft/,B2,,phonics,a → /æ/,short,,,,
dash,/dæʃ/,B2,,phonics,a → /æ/,short,,,,
dawn,/dɔn/,B2,,phonics,aw → /ɔ/,team,,,,
deck,/dɛk/,B2,,phonics,e → /ɛ/,short,,,,
deem,/dim/,B2,,phonics,ee → /i/,team,,,,
deer,/dɪr/,B2,,phonics,eer → /ɪr/,r,,,,
dense,/dɛns/,B2,,phonics,e → /ɛ/,short,,,,
dim,/dɪm/,B2,,phonics,i → /ɪ/,short,,,,
dime,/daɪm/,B2,,phonics,i_e → /aɪ/ (マジックe),long,,,,
dip,/dɪp/,B2,,phonics,i → /ɪ/,short,,,,
dock,/dɑk/,B2,,phonics,o → /ɑ/,short,,,,
doom,/dum/,B2,,phonics,oo → /u/,team,,,,
dorm,/dɔrm/,B2,,phonics,or → /ɔr/,r,,,,
dose,/doʊs/,B2,,phonics,o → /oʊ/,long,,,,
drain,/dreɪn/,B2,,phonics,ai → /eɪ/,team,,,,
dread,/drɛd/,B2,,phonics,ea → /ɛ/,team,,,,
droop,/drup/,B2,,phonics,oo → /u/,team,,,,
drought,/draʊt/,B2,,phonics,ough → /aʊ/,team,,,,
dumb,/dʌm/,B2,,phonics,u → /ʌ/,short,,,,
dwarf,/dwɔrf/,B2,,phonics,ar → /ɔr/,r,,,,
dye,/daɪ/,B2,,phonics,y → /aɪ/,long,,,,
ease,/iz/,B2,,phonics,ea → /i/,team,,,,
faith,/feɪθ/,B2,,phonics,ai → /eɪ/,team,,,,
fame,/feɪm/,B2,,phonics,a_e → /eɪ/ (マジックe),long,,,,
fate,/feɪt/,B2,,phonics,a_e → /eɪ/ (マジックe),long,,,,
feat,/fit/,B2,,phonics,ea → /i/,team,,,,
fierce,/fɪrs/,B2,,phonics,i → /ɪ/,short,,,,
flame,/fleɪm/,B2,,phonics,a_e → /eɪ/ (マジックe),long,,,,
flap,/flæp/,B2,,phonics,a → /æ/,short,,,,
flaw,/flɔ/,B2,,phonics,aw → /ɔ/,team,,,,
flax,/flæks/,B2,,phonics,a → /æ/,short,,,,
flee,/fli/,B2,,phonics,ee → /i/,team,,,,
fleet,/flit/,B2,,phonics,ee → /i/,team,,,,
flesh,/flɛʃ/,B2,,phonics,e → /ɛ/,short,,,,
flip,/flɪp/,B2,,phonics,i → /ɪ/,short,,,,
foul,/faʊl/,B2,,phonics,ou → /aʊ/,team,,,,
found,/faʊnd/,B2,,phonics,ou → /aʊ/,team,,,,
fox,/fɑks/,B2,,phonics,o → /ɑ/,short,,,,
fraud,/frɔd/,B2,,phonics,au → /ɔ/,team,,,,
freak,/frik/,B2,,phonics,ea → /i/,team,,,,
fume,/fjum/,B2,,phonics,u_e → /ju/ (マジックe),long,,,,
gang,/ɡæŋ/,B2,,phonics,a → /æ/,short,,,,
gasp,/ɡæsp/,B2,,phonics,a → /æ/,short,,,,
gaze,/ɡeɪz/,B2,,phonics,a_e → /eɪ/ (マジックe),long,,,,
gear,/ɡɪr/,B2,,phonics,ear → /ɪr/,r,,,,
germ,/dʒɝm/,B2,,phonics,er → /ɝ/,r,,,,
glare,/ɡlɛr/,B2,,phonics,are → /ɛr/,r,,,,
gleam,/ɡlim/,B2,,phonics,ea → /i/,team,,,,
glee,/ɡli/,B2,,phonics,ee → /i/,team,,,,
glow,/ɡloʊ/,B2,,phonics,ow → /oʊ/,team,,,,
goat,/ɡoʊt/,B2,,phonics,oa → /oʊ/,team,,,,
god,/ɡɑd/,B2,,phonics,o → /ɑ/,short,,,,
gook,/ɡʊk/,B2,,phonics,oo → /ʊ/,team,,,,
gorge,/ɡɔrdʒ/,B2,,phonics,or → /ɔr/,r,,,,
grain,/ɡreɪn/,B2,,phonics,ai → /eɪ/,team,,,,
grand,/ɡrænd/,B2,,phonics,a → /æ/,short,,,,
grasp,/ɡræsp/,B2,,phonics,a → /æ/,short,,,,
grief,/ɡrif/,B2,,phonics,ie → /i/,team,,,,
grieve,/ɡriv/,B2,,phonics,ie → /i/,long,,,,
grim,/ɡrɪm/,B2,,phonics,i → /ɪ/,short,,,,
grin,/ɡrɪn/,B2,,phonics,i → /ɪ/,short,,,,
grip,/ɡrɪp/,B2,,phonics,i → /ɪ/,short,,,,
gross,/ɡroʊs/,B2,,phonics,o → /oʊ/,long,,,,
gulp,/ɡʌlp/,B2,,phonics,u → /ʌ/,short,,,,
gum,/ɡʌm/,B2,,phonics,u → /ʌ/,short,,,,
hail,/heɪl/,B2,,phonics,ai → /eɪ/,team,,,,
haste,/heɪst/,B2,,phonics,a_e → /eɪ/ (マジックe),long,,,,
hay,/heɪ/,B2,,phonics,ay → /eɪ/,team,,,,
heap,/hip/,B2,,phonics,ea → /i/,team,,,,
hedge,/hɛdʒ/,B2,,phonics,e → /ɛ/,short,,,,
hell,/hɛl/,B2,,phonics,e → /ɛ/,short,,,,
hemp,/hɛmp/,B2,,phonics,e → /ɛ/,short,,,,
hint,/hɪnt/,B2,,phonics,i → /ɪ/,short,,,,
hone,/hoʊn/,B2,,phonics,o_e → /oʊ/ (マジックe),long,,,,
hood,/hʊd/,B2,,phonics,oo → /ʊ/,team,,,,
hook,/hʊk/,B2,,phonics,oo → /ʊ/,team,,,,
hush,/hʌʃ/,B2,,phonics,u → /ʌ/,short,,,,
itch,/ɪtʃ/,B2,,phonics,i → /ɪ/,short,,,,
jaw,/dʒɔ/,B2,,phonics,aw → /ɔ/,team,,,,
keen,/kin/,B2,,phonics,ee → /i/,team,,,,
kneel,/nil/,B2,,phonics,ee → /i/,team,,,,
knot,/nɑt/,B2,,phonics,o → /ɑ/,short,,,,
known,/noʊn/,B2,,phonics,ow → /oʊ/,team,,,,
lame,/leɪm/,B2,,phonics,a_e → /eɪ/ (マジックe),long,,,,
lance,/læns/,B2,,phonics,a → /æ/,short,,,,
lap,/læp/,B2,,phonics,a → /æ/,short,,,,
lark,/lɑrk/,B2,,phonics,ar → /ɑr/,r,,,,
lawn,/lɔn/,B2,,phonics,aw → /ɔ/,team,,,,
leak,/lik/,B2,,phonics,ea → /i/,team,,,,
lease,/lis/,B2,,phonics,ea → /i/,team,,,,
leash,/liʃ/,B2,,phonics,ea → /i/,team,,,,
leek,/lik/,B2,,phonics,ee → /i/,team,,,,
lest,/lɛst/,B2,,phonics,e → /ɛ/,short,,,,
lick,/lɪk/,B2,,phonics,i → /ɪ/,short,,,,
lid,/lɪd/,B2,,phonics,i → /ɪ/,short,,,,
limb,/lɪm/,B2,,phonics,i → /ɪ/,short,,,,
ling,/lɪŋ/,B2,,phonics,i → /ɪ/,short,,,,
loan,/loʊn/,B2,,phonics,oa → /oʊ/,team,,,,
lush,/lʌʃ/,B2,,phonics,u → /ʌ/,short,,,,
mask,/mæsk/,B2,,phonics,a → /æ/,short,,,,
mate,/meɪt/,B2,,phonics,a_e → /eɪ/ (マジックe),long,,,,
merge,/mɝdʒ/,B2,,phonics,er → /ɝ/,r,,,,
midst,/mɪdst/,B2,,phonics,i → /ɪ/,short,,,,
mill,/mɪl/,B2,,phonics,i → /ɪ/,short,,,,
mint,/mɪnt/,B2,,phonics,i → /ɪ/,short,,,,
mist,/mɪst/,B2,,phonics,i → /ɪ/,short,,,,
mock,/mɑk/,B2,,phonics,o → /ɑ/,short,,,,
muse,/mjuz/,B2,,phonics,u → /ju/,long,,,,
neat,/nit/,B2,,phonics,ea → /i/,team,,,,
nerve,/nɝv/,B2,,phonics,er → /ɝ/,r,,,,
nut,/nʌt/,B2,,phonics,u → /ʌ/,short,,,,
oath,/oʊθ/,B2,,phonics,oa → /oʊ/,team,,,,
odd,/ɑd/,B2,,phonics,o → /ɑ/,short,,,,
ounce,/aʊns/,B2,,phonics,ou → /aʊ/,team,,,,
ow,/oʊ/,B2,,phonics,ow → /oʊ/,team,,,,
owl,/aʊl/,B2,,phonics,ow → /aʊ/,team,,,,
ox,/ɑks/,B2,,phonics,o → /ɑ/,short,,,,
pa,/pɑ/,B2,,phonics,a → /ɑ/,long,,,,
pad,/pæd/,B2,,phonics,a → /æ/,short,,,,
patch,/pætʃ/,B2,,phonics,a → /æ/,short,,,,
pave,/peɪv/,B2,,phonics,a_e → /eɪ/ (マジックe),long,,,,
paw,/pɔ/,B2,,phonics,aw → /ɔ/,team,,,,
peach,/pitʃ/,B2,,phonics,ea → /i/,team,,,,
peak,/pik/,B2,,phonics,ea → /i/,team,,,,
pearl,/pɝl/,B2,,phonics,ear → /ɝ/,r,,,,
pee,/pi/,B2,,phonics,ee → /i/,team,,,,
peel,/pil/,B2,,phonics,ee → /i/,team,,,,
peep,/pip/,B2,,phonics,ee → /i/,team,,,,
peer,/pɪr/,B2,,phonics,eer → /ɪr/,r,,,,
peg,/pɛɡ/,B2,,phonics,e → /ɛ/,short,,,,
phase,/feɪz/,B2,,phonics,a → /eɪ/,long,,,,
pi,/paɪ/,B2,,phonics,i → /aɪ/,long,,,,
pine,/paɪn/,B2,,phonics,i_e → /aɪ/ (マジックe),long,,,,
pint,/paɪnt/,B2,,phonics,i → /aɪ/,long,,,,
pitch,/pɪtʃ/,B2,,phonics,i → /ɪ/,short,,,,
plead,/plid/,B2,,phonics,ea → /i/,team,,,,
plot,/plɑt/,B2,,phonics,o → /ɑ/,short,,,,
pluck,/plʌk/,B2,,phonics,u → /ʌ/,short,,,,
plum,/plʌm/,B2,,phonics,u → /ʌ/,short,,,,
porch,/pɔrtʃ/,B2,,phonics,or → /ɔr/,r,,,,
pose,/poʊz/,B2,,phonics,o → /oʊ/,long,,,,
posh,/pɑʃ/,B2,,phonics,o → /ɑ/,short,,,,
prance,/præns/,B2,,phonics,a → /æ/,short,,,,
prawn,/prɔn/,B2,,phonics,aw → /ɔ/,team,,,,
prick,/prɪk/,B2,,phonics,i → /ɪ/,short,,,,
prime,/praɪm/,B2,,phonics,i_e → /aɪ/ (マジックe),long,,,,
probe,/proʊb/,B2,,phonics,o_e → /oʊ/ (マジックe),long,,,,
prom,/prɑm/,B2,,phonics,o → /ɑ/,short,,,,
prompt,/prɑmpt/,B2,,phonics,o → /ɑ/,short,,,,
prose,/proʊz/,B2,,phonics,o → /oʊ/,long,,,,
pulse,/pʌls/,B2,,phonics,u → /ʌ/,short,,,,
punch,/pʌntʃ/,B2,,phonics,u → /ʌ/,short,,,,
queer,/kwɪr/,B2,,phonics,eer → /ɪr/,r,,,,
quote,/kwoʊt/,B2,,phonics,o_e → /oʊ/ (マジックe),long,,,,
rack,/ræk/,B2,,phonics,a → /æ/,short,,,,
rag,/ræɡ/,B2,,phonics,a → /æ/,short,,,,
ram,/ræm/,B2,,phonics,a → /æ/,short,,,,
ramp,/ræmp/,B2,,phonics,a → /æ/,short,,,,
rape,/reɪp/,B2,,phonics,a_e → /eɪ/ (マジックe),long,,,,
rash,/ræʃ/,B2,,phonics,a → /æ/,short,,,,
rear,/rɪr/,B2,,phonics,ear → /ɪr/,r,,,,
reed,/rid/,B2,,phonics,ee → /i/,team,,,,
rib,/rɪb/,B2,,phonics,i → /ɪ/,short,,,,
ridge,/rɪdʒ/,B2,,phonics,i → /ɪ/,short,,,,
rim,/rɪm/,B2,,phonics,i → /ɪ/,short,,,,
rip,/rɪp/,B2,,phonics,i → /ɪ/,short,,,,
rite,/raɪt/,B2,,phonics,i_e → /aɪ/ (マジックe),long,,,,
roam,/roʊm/,B2,,phonics,oa → /oʊ/,team,,,,
roar,/rɔr/,B2,,phonics,oar → /ɔr/,r,,,,
route,/rut/,B2,,phonics,ou → /u/,long,,,,
rub,/rʌb/,B2,,phonics,u → /ʌ/,short,,,,
rug,/rʌɡ/,B2,,phonics,u → /ʌ/,short,,,,
sack,/sæk/,B2,,phonics,a → /æ/,short,,,,
sag,/sæɡ/,B2,,phonics,a → /æ/,short,,,,
sage,/seɪdʒ/,B2,,phonics,a_e → /eɪ/ (マジックe),long,,,,
sail,/seɪl/,B2,,phonics,ai → /eɪ/,team,,,,
scar,/skɑr/,B2,,phonics,ar → /ɑr/,r,,,,
scheme,/skim/,B2,,phonics,e_e → /i/ (マジックe),long,,,,
scrooge,/skrudʒ/,B2,,phonics,oo → /u/,long,,,,
seal,/sil/,B2,,phonics,ea → /i/,team,,,,
shield,/ʃild/,B2,,phonics,ie → /i/,team,,,,
shrug,/ʃrʌɡ/,B2,,phonics,u → /ʌ/,short,,,,
sketch,/skɛtʃ/,B2,,phonics,e → /ɛ/,short,,,,
skim,/skɪm/,B2,,phonics,i → /ɪ/,short,,,,
skip,/skɪp/,B2,,phonics,i → /ɪ/,short,,,,
slam,/slæm/,B2,,phonics,a → /æ/,short,,,,
slang,/slæŋ/,B2,,phonics,a → /æ/,short,,,,
slap,/slæp/,B2,,phonics,a → /æ/,short,,,,
slash,/slæʃ/,B2,,phonics,a → /æ/,short,,,,
smash,/smæʃ/,B2,,phonics,a → /æ/,short,,,,
snap,/snæp/,B2,,phonics,a → /æ/,short,,,,
sneak,/snik/,B2,,phonics,ea → /i/,team,,,,
sneer,/snɪr/,B2,,phonics,eer → /ɪr/,r,,,,
sniff,/snɪf/,B2,,phonics,i → /ɪ/,short,,,,
snore,/snɔr/,B2,,phonics,ore → /ɔr/,r,,,,
soak,/soʊk/,B2,,phonics,oa → /oʊ/,team,,,,
soar,/sɔr/,B2,,phonics,oar → /ɔr/,r,,,,
sob,/sɑb/,B2,,phonics,o → /ɑ/,short,,,,
spa,/spɑ/,B2,,phonics,a → /ɑ/,long,,,,
span,/spæn/,B2,,phonics,a → /æ/,short,,,,
spare,/spɛr/,B2,,phonics,are → /ɛr/,r,,,,
spark,/spɑrk/,B2,,phonics,ar → /ɑr/,r,,,,
spin,/spɪn/,B2,,phonics,i → /ɪ/,short,,,,
spite,/spaɪt/,B2,,phonics,i_e → /aɪ/ (マジックe),long,,,,
spray,/spreɪ/,B2,,phonics,ay → /eɪ/,team,,,,
sprint,/sprɪnt/,B2,,phonics,i → /ɪ/,short,,,,
spur,/spɝ/,B2,,phonics,ur → /ɝ/,r,,,,
squad,/skwɑd/,B2,,phonics,a → /ɑ/,long,,,,
squash,/skwɑʃ/,B2,,phonics,a → /ɑ/,long,,,,
squeeze,/skwiz/,B2,,phonics,ee → /i/,long,,,,
stab,/stæb/,B2,,phonics,a → /æ/,short,,,,
stack,/stæk/,B2,,phonics,a → /æ/,short,,,,
stain,/steɪn/,B2,,phonics,ai → /eɪ/,team,,,,
stake,/steɪk/,B2,,phonics,a_e → /eɪ/ (マジックe),long,,,,
starve,/stɑrv/,B2,,phonics,ar → /ɑr/,r,,,,
steer,/stɪr/,B2,,phonics,eer → /ɪr/,r,,,,
stern,/stɝn/,B2,,phonics,er → /ɝ/,r,,,,
stew,/stu/,B2,,phonics,ew → /u/,team,,,,
stiff,/stɪf/,B2,,phonics,i → /ɪ/,short,,,,
stitch,/stɪtʃ/,B2,,phonics,i → /ɪ/,short,,,,
stock,/stɑk/,B2,,phonics,o → /ɑ/,short,,,,
stool,/stul/,B2,,phonics,oo → /u/,team,,,,
strait,/streɪt/,B2,,phonics,ai → /eɪ/,team,,,,
strand,/strænd/,B2,,phonics,a → /æ/,short,,,,
stride,/straɪd/,B2,,phonics,i_e → /aɪ/ (マジックe),long,,,,
strive,/straɪv/,B2,,phonics,i_e → /aɪ/ (マジックe),long,,,,
stroke,/stroʊk/,B2,,phonics,o_e → /oʊ/ (マジックe),long,,,,
suck,/sʌk/,B2,,phonics,u → /ʌ/,short,,,,
sue,/su/,B2,,phonics,ue → /u/,team,,,,
surge,/sɝdʒ/,B2,,phonics,ur → /ɝ/,r,,,,
swan,/swɑn/,B2,,phonics,a → /ɑ/,long,,,,
sweep,/swip/,B2,,phonics,ee → /i/,team,,,,
swift,/swɪft/,B2,,phonics,i → /ɪ/,short,,,,
swing,/swɪŋ/,B2,,phonics,i → /ɪ/,short,,,,
tack,/tæk/,B2,,phonics,a → /æ/,short,,,,
tag,/tæɡ/,B2,,phonics,a → /æ/,short,,,,
tail,/teɪl/,B2,,phonics,ai → /eɪ/,team,,,,
tame,/teɪm/,B2,,phonics,a_e → /eɪ/ (マジックe),long,,,,
